0, 0, 0, 7.314400e-02 
0, 0, 0, 1.720500e-01 
-3.785000e+02, -3.975000e+01, 195, 2.231210e-01 
-3.785000e+02, -3.975000e+01, 195, 2.530770e-01 
-3.785000e+02, -3.975000e+01, 195, 2.623130e-01 
-3.785000e+02, -3.975000e+01, 195, 2.739450e-01 
-3.785000e+02, -3.975000e+01, 195, 2.806250e-01 
-3.785000e+02, -3.975000e+01, 195, 2.875160e-01 
-3.785000e+02, -3.975000e+01, 195, 2.961310e-01 
-3.785000e+02, -3.975000e+01, 195, 3.026960e-01 
-3.785000e+02, -3.975000e+01, 195, 3.089570e-01 
-3.785000e+02, -3.975000e+01, 195, 3.158820e-01 
-382, 4.725000e+01, 1.872500e+02, 3.221740e-01 
-382, 4.725000e+01, 1.872500e+02, 3.323450e-01 
-382, 4.725000e+01, 1.872500e+02, 3.386880e-01 
-382, 4.725000e+01, 1.872500e+02, 3.449290e-01 
-382, 4.725000e+01, 1.872500e+02, 3.516470e-01 
-382, 4.725000e+01, 1.872500e+02, 3.580520e-01 
-382, 4.725000e+01, 1.872500e+02, 3.641570e-01 
-382, 4.725000e+01, 1.872500e+02, 3.748770e-01 
-382, 4.725000e+01, 1.872500e+02, 3.811990e-01 
-382, 4.725000e+01, 1.872500e+02, 3.899210e-01 
-382, 4.725000e+01, 1.872500e+02, 3.962160e-01 
-382, 4.725000e+01, 1.872500e+02, 4.037900e-01 
-382, 4.725000e+01, 1.872500e+02, 4.101730e-01 
-382, 4.725000e+01, 1.872500e+02, 4.163170e-01 
-382, 4.725000e+01, 1.872500e+02, 4.233980e-01 
-3.795000e+02, 8.975000e+01, 189, 4.344220e-01 
-3.795000e+02, 8.975000e+01, 189, 4.421600e-01 
-3.795000e+02, 8.975000e+01, 189, 4.511710e-01 
-3.795000e+02, 8.975000e+01, 189, 4.574230e-01 
-3.795000e+02, 8.975000e+01, 189, 4.637600e-01 
-3.795000e+02, 8.975000e+01, 189, 4.705600e-01 
-3.795000e+02, 8.975000e+01, 189, 4.767680e-01 
-3.795000e+02, 8.975000e+01, 189, 4.830100e-01 
-3.795000e+02, 8.975000e+01, 189, 4.941630e-01 
-3.795000e+02, 8.975000e+01, 189, 5.005240e-01 
-3.795000e+02, 8.975000e+01, 189, 5.114210e-01 
-3.795000e+02, 8.975000e+01, 189, 5.177410e-01 
-3.795000e+02, 8.975000e+01, 189, 5.239940e-01 
-3.795000e+02, 8.975000e+01, 189, 5.306170e-01 
-3.795000e+02, 8.975000e+01, 189, 5.369320e-01 
-3.802500e+02, 93, 1.907500e+02, 5.476380e-01 
-3.802500e+02, 93, 1.907500e+02, 5.540050e-01 
-3.802500e+02, 93, 1.907500e+02, 5.603420e-01 
-3.802500e+02, 93, 1.907500e+02, 5.669210e-01 
-3.802500e+02, 93, 1.907500e+02, 5.733000e-01 
