0, 0, 0, 175, 0, -3.428000e+01, 5.668630e-01
0, 0, 0, 175, 0, -3.428000e+01, 1.418483e+00
0, 0, 0, 175, 0, -3.428000e+01, 2.241137e+00
-1.464961e+01, 2.179424e+01, -1.139325e+01, 1.867767e+02, -4.882441e+01, 3.347456e+01, 3.068074e+00
-1.464961e+01, 2.179424e+01, -1.139325e+01, 1.867767e+02, -4.882441e+01, 3.347456e+01, 3.925598e+00
-2.398799e+01, 2.199199e+01, -5.438662e+00, 1.923152e+02, -8.557593e+01, 3.826930e+01, 4.735254e+00
-2.398799e+01, 2.199199e+01, -5.438662e+00, 1.923152e+02, -8.557593e+01, 3.826930e+01, 5.545830e+00
-3.165644e+01, 2.076152e+01, 4.009581e+00, 1.996629e+02, -1.231048e+02, 4.332947e+01, 6.353918e+00
-3.165644e+01, 2.076152e+01, 4.009581e+00, 1.996629e+02, -1.231048e+02, 4.332947e+01, 7.164402e+00
-3.758906e+01, 1.737773e+01, 1.706134e+01, 2.082009e+02, -1.602730e+02, 4.765726e+01, 7.970148e+00
-3.758906e+01, 1.737773e+01, 1.706134e+01, 2.082009e+02, -1.602730e+02, 4.765726e+01, 8.780592e+00
-4.117060e+01, 2.175029e+01, 1.310626e+01, 1.951804e+02, -1.706908e+02, 6.093967e+01, 9.587254e+00
-4.117060e+01, 2.175029e+01, 1.310626e+01, 1.951804e+02, -1.706908e+02, 6.093967e+01, 1.039791e+01
-2.649287e+01, 3.383525e+01, -9.943056e+00, 1.914595e+02, -9.542845e+01, 7.766693e+01, 1.120562e+01
-2.649287e+01, 3.383525e+01, -9.943056e+00, 1.914595e+02, -9.542845e+01, 7.766693e+01, 1.201126e+01
-2.982128e+00, 4.044902e+01, -1.987470e+01, 1.923999e+02, -1.002308e+01, 9.005215e+01, 1.281726e+01
-2.982128e+00, 4.044902e+01, -1.987470e+01, 1.923999e+02, -1.002308e+01, 9.005215e+01, 1.362713e+01
2.055059e+01, 4.348125e+01, -2.185224e+01, 1.773244e+02, 6.647738e+01, 9.805951e+01, 1.443352e+01
2.055059e+01, 4.348125e+01, -2.185224e+01, 1.773244e+02, 6.647738e+01, 9.805951e+01, 1.523832e+01
3.931524e+01, 4.058086e+01, -7.504091e+00, 1.743060e+02, 1.427453e+02, 1.069946e+02, 1.604753e+01
3.931524e+01, 4.058086e+01, -7.504091e+00, 1.743060e+02, 1.427453e+02, 1.069946e+02, 1.685751e+01
4.597295e+01, 3.680156e+01, 3.877745e+00, 1.740733e+02, 1.800880e+02, 1.114561e+02, 1.766214e+01
4.597295e+01, 3.680156e+01, 3.877745e+00, 1.740733e+02, 1.800880e+02, 1.114561e+02, 1.847232e+01
3.999639e+01, 3.649394e+01, -5.460634e+00, 1.746336e+02, 1.465163e+02, 9.402855e+01, 1.928195e+01
3.999639e+01, 3.649394e+01, -5.460634e+00, 1.746336e+02, 1.465163e+02, 9.402855e+01, 2.009180e+01
3.026250e+01, 3.368144e+01, -1.185468e+01, 1.801403e+02, 1.051074e+02, 7.490593e+01, 2.090403e+01
3.026250e+01, 3.368144e+01, -1.185468e+01, 1.801403e+02, 1.051074e+02, 7.490593e+01, 2.171206e+01
2.046270e+01, 2.900127e+01, -1.427167e+01, 1.837236e+02, 6.855511e+01, 5.612820e+01, 2.251610e+01
2.046270e+01, 2.900127e+01, -1.427167e+01, 1.837236e+02, 6.855511e+01, 5.612820e+01, 2.332314e+01
1.050908e+01, 2.155254e+01, -1.576581e+01, 1.768155e+02, 3.279980e+01, 3.086964e+01, 2.413042e+01
4.730274e+00, 1.803691e+01, -1.576581e+01, 1.725186e+02, 1.427539e+01, 2.003816e+01, 2.492877e+01
