0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.204715e+01, -7.495315e+00, 1.924031e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
1.195926e+01, -7.561233e+00, 1.926229e+02
